name,year,fg3,fg3a,fg3_pct
Álex Abrines,0,94.0,247.0,0.381
Álex Abrines,1,84.0,221.0,0.38
Álex Abrines,2,41.0,127.0,0.323
Quincy Acy,2,18.0,60.0,0.3
Quincy Acy,3,19.0,49.0,0.388
Quincy Acy,4,37.0,90.0,0.411
Quincy Acy,5,102.0,292.0,0.349
Arron Afflalo,0,10.0,48.0,0.208
Arron Afflalo,1,43.0,107.0,0.402
Arron Afflalo,2,108.0,249.0,0.434
Arron Afflalo,3,105.0,248.0,0.423
Arron Afflalo,4,88.0,221.0,0.398
Arron Afflalo,5,72.0,240.0,0.3
Arron Afflalo,6,128.0,300.0,0.427
Arron Afflalo,7,118.0,333.0,0.354
Arron Afflalo,8,91.0,238.0,0.382
Arron Afflalo,9,62.0,151.0,0.411
Arron Afflalo,10,27.0,70.0,0.386
LaMarcus Aldridge,2,7.0,28.0,0.25
LaMarcus Aldridge,8,37.0,105.0,0.352
LaMarcus Aldridge,10,23.0,56.0,0.411
LaMarcus Aldridge,11,27.0,92.0,0.293
LaMarcus Aldridge,12,10.0,42.0,0.238
LaMarcus Aldridge,13,61.0,157.0,0.389
LaMarcus Aldridge,14,31.0,80.0,0.388
LaMarcus Aldridge,15,14.0,46.0,0.304
Nickeil Alexander-Walker,0,46.0,133.0,0.346
Nickeil Alexander-Walker,1,76.0,219.0,0.347
Nickeil Alexander-Walker,2,105.0,338.0,0.311
Grayson Allen,0,32.0,99.0,0.323
Grayson Allen,1,57.0,141.0,0.404
Grayson Allen,2,107.0,274.0,0.391
Grayson Allen,3,159.0,389.0,0.409
Tony Allen,0,12.0,31.0,0.387
Tony Allen,1,11.0,34.0,0.324
Tony Allen,2,8.0,33.0,0.242
Tony Allen,3,18.0,57.0,0.316
Tony Allen,4,6.0,27.0,0.222
Tony Allen,7,8.0,26.0,0.308
Tony Allen,9,11.0,47.0,0.234
Tony Allen,10,10.0,29.0,0.345
Tony Allen,11,15.0,42.0,0.357
Tony Allen,12,15.0,54.0,0.278
Rafer Alston,1,8.0,30.0,0.267
Rafer Alston,2,27.0,71.0,0.38
Rafer Alston,3,51.0,130.0,0.392
Rafer Alston,4,161.0,434.0,0.371
Rafer Alston,5,139.0,389.0,0.357
Rafer Alston,6,102.0,312.0,0.327
Rafer Alston,7,192.0,529.0,0.363
Rafer Alston,8,143.0,407.0,0.351
Rafer Alston,9,112.0,331.0,0.338
Rafer Alston,10,58.0,168.0,0.345
Al-Farouq Aminu,0,45.0,143.0,0.315
Al-Farouq Aminu,1,13.0,47.0,0.277
Al-Farouq Aminu,3,13.0,48.0,0.271
Al-Farouq Aminu,4,34.0,124.0,0.274
Al-Farouq Aminu,5,126.0,349.0,0.361
Al-Farouq Aminu,6,70.0,212.0,0.33
Al-Farouq Aminu,7,125.0,339.0,0.369
Al-Farouq Aminu,8,96.0,280.0,0.343
Al-Farouq Aminu,9,9.0,36.0,0.25
Al-Farouq Aminu,10,8.0,37.0,0.216
Alan Anderson,0,24.0,58.0,0.414
Alan Anderson,6,24.0,61.0,0.393
Alan Anderson,7,95.0,285.0,0.333
Alan Anderson,8,84.0,248.0,0.339
Alan Anderson,9,73.0,210.0,0.348
Alan Anderson,10,12.0,37.0,0.324
Alan Anderson,11,14.0,44.0,0.318
James Anderson,0,18.0,46.0,0.391
James Anderson,1,19.0,68.0,0.279
James Anderson,2,21.0,60.0,0.35
James Anderson,3,115.0,351.0,0.328
James Anderson,5,23.0,86.0,0.267
Justin Anderson,0,22.0,83.0,0.265
Justin Anderson,1,58.0,194.0,0.299
Justin Anderson,2,34.0,103.0,0.33
Justin Anderson,3,24.0,77.0,0.312
Justin Anderson,4,6.0,29.0,0.207
Justin Anderson,6,15.0,59.0,0.254
Kyle Anderson,1,12.0,37.0,0.324
Kyle Anderson,2,15.0,40.0,0.375
Kyle Anderson,3,19.0,57.0,0.333
Kyle Anderson,4,9.0,34.0,0.265
Kyle Anderson,5,24.0,85.0,0.282
Kyle Anderson,6,94.0,261.0,0.36
Kyle Anderson,7,36.0,109.0,0.33
Ryan Anderson,0,69.0,189.0,0.365
Ryan Anderson,1,78.0,211.0,0.37
Ryan Anderson,2,134.0,341.0,0.393
Ryan Anderson,3,166.0,422.0,0.393
Ryan Anderson,4,213.0,557.0,0.382
Ryan Anderson,5,67.0,164.0,0.409
Ryan Anderson,6,122.0,359.0,0.34
Ryan Anderson,7,131.0,358.0,0.366
Ryan Anderson,8,204.0,506.0,0.403
Ryan Anderson,9,131.0,339.0,0.386
Ryan Anderson,10,9.0,40.0,0.225
Giannis Antetokounmpo,0,41.0,118.0,0.347
Giannis Antetokounmpo,1,7.0,44.0,0.159
Giannis Antetokounmpo,2,28.0,109.0,0.257
Giannis Antetokounmpo,3,49.0,180.0,0.272
Giannis Antetokounmpo,4,43.0,140.0,0.307
Giannis Antetokounmpo,5,52.0,203.0,0.256
Giannis Antetokounmpo,6,89.0,293.0,0.304
Giannis Antetokounmpo,7,67.0,221.0,0.303
Giannis Antetokounmpo,8,71.0,242.0,0.293
Carmelo Anthony,0,69.0,214.0,0.322
Carmelo Anthony,1,42.0,158.0,0.266
Carmelo Anthony,2,37.0,152.0,0.243
Carmelo Anthony,3,40.0,149.0,0.268
Carmelo Anthony,4,58.0,164.0,0.354
Carmelo Anthony,5,63.0,170.0,0.371
Carmelo Anthony,6,59.0,187.0,0.316
Carmelo Anthony,7,95.0,251.0,0.378
Carmelo Anthony,8,68.0,203.0,0.335
Carmelo Anthony,9,157.0,414.0,0.379
Carmelo Anthony,10,167.0,415.0,0.402
Carmelo Anthony,11,61.0,179.0,0.341
Carmelo Anthony,12,105.0,310.0,0.339
Carmelo Anthony,13,151.0,421.0,0.359
Carmelo Anthony,14,169.0,474.0,0.357
Carmelo Anthony,15,21.0,64.0,0.328
Carmelo Anthony,16,87.0,226.0,0.385
Carmelo Anthony,17,133.0,325.0,0.409
Carmelo Anthony,18,149.0,397.0,0.375
Cole Anthony,0,58.0,172.0,0.337
Cole Anthony,1,132.0,391.0,0.338
Pero Antić,0,56.0,171.0,0.327
Pero Antić,1,52.0,173.0,0.301
OG Anunoby,0,73.0,197.0,0.371
OG Anunoby,1,67.0,202.0,0.332
OG Anunoby,2,89.0,228.0,0.39
OG Anunoby,3,104.0,261.0,0.398
OG Anunoby,4,115.0,317.0,0.363
Ryan Arcidiacono,0,9.0,31.0,0.29
Ryan Arcidiacono,1,81.0,217.0,0.373
Ryan Arcidiacono,2,54.0,138.0,0.391
Ryan Arcidiacono,3,25.0,67.0,0.373
Gilbert Arenas,0,39.0,113.0,0.345
Gilbert Arenas,1,109.0,313.0,0.348
Gilbert Arenas,2,125.0,333.0,0.375
Gilbert Arenas,3,205.0,562.0,0.365
Gilbert Arenas,4,199.0,540.0,0.369
Gilbert Arenas,5,205.0,584.0,0.351
Gilbert Arenas,6,22.0,78.0,0.282
Gilbert Arenas,8,63.0,181.0,0.348
Gilbert Arenas,9,97.0,327.0,0.297
Gilbert Arenas,10,13.0,39.0,0.333
Trevor Ariza,4,61.0,191.0,0.319
Trevor Ariza,5,136.0,407.0,0.334
Trevor Ariza,6,82.0,271.0,0.303
Trevor Ariza,7,29.0,87.0,0.333
Trevor Ariza,8,76.0,209.0,0.364
Trevor Ariza,9,180.0,442.0,0.407
Trevor Ariza,10,194.0,555.0,0.35
Trevor Ariza,11,185.0,499.0,0.371
Trevor Ariza,12,191.0,555.0,0.344
Trevor Ariza,13,170.0,462.0,0.368
Trevor Ariza,14,145.0,434.0,0.334
Trevor Ariza,15,77.0,207.0,0.372
Trevor Ariza,16,50.0,143.0,0.35
Trevor Ariza,17,20.0,74.0,0.27
Carlos Arroyo,2,38.0,117.0,0.325
Carlos Arroyo,3,8.0,30.0,0.267
Carlos Arroyo,5,14.0,51.0,0.275
Carlos Arroyo,6,29.0,84.0,0.345
Carlos Arroyo,9,31.0,69.0,0.449
Darrell Arthur,5,24.0,64.0,0.375
Darrell Arthur,6,26.0,110.0,0.236
Darrell Arthur,7,45.0,117.0,0.385
Darrell Arthur,8,53.0,117.0,0.453
Chucky Atkins,0,57.0,163.0,0.35
Chucky Atkins,1,121.0,339.0,0.357
Chucky Atkins,2,138.0,336.0,0.411
Chucky Atkins,3,86.0,242.0,0.355
Chucky Atkins,4,81.0,241.0,0.336
Chucky Atkins,5,176.0,455.0,0.387
Chucky Atkins,6,97.0,274.0,0.354
Chucky Atkins,7,116.0,306.0,0.379
Chucky Atkins,8,25.0,79.0,0.316
Chucky Atkins,9,15.0,57.0,0.263
Chucky Atkins,10,22.0,73.0,0.301
D.J. Augustin,0,108.0,246.0,0.439
D.J. Augustin,1,70.0,178.0,0.393
D.J. Augustin,2,111.0,333.0,0.333
D.J. Augustin,3,61.0,179.0,0.341
D.J. Augustin,4,67.0,190.0,0.353
D.J. Augustin,5,133.0,332.0,0.401
D.J. Augustin,6,83.0,246.0,0.337
D.J. Augustin,7,68.0,168.0,0.405
D.J. Augustin,8,95.0,274.0,0.347
D.J. Augustin,9,114.0,272.0,0.419
D.J. Augustin,10,131.0,311.0,0.421
D.J. Augustin,11,70.0,201.0,0.348
D.J. Augustin,12,83.0,217.0,0.382
D.J. Augustin,13,68.0,164.0,0.415
Deni Avdija,0,53.0,168.0,0.315
Deni Avdija,1,82.0,259.0,0.317
Kelenna Azubuike,0,34.0,79.0,0.43
Kelenna Azubuike,1,71.0,195.0,0.364
Kelenna Azubuike,2,94.0,210.0,0.448
Kelenna Azubuike,3,10.0,27.0,0.37
Luke Babbitt,1,43.0,100.0,0.43
Luke Babbitt,2,62.0,178.0,0.348
Luke Babbitt,3,36.0,95.0,0.379
Luke Babbitt,4,59.0,115.0,0.513
Luke Babbitt,5,44.0,109.0,0.404
Luke Babbitt,6,87.0,210.0,0.414
Luke Babbitt,7,60.0,156.0,0.385
Dwayne Bacon,0,11.0,43.0,0.256
Dwayne Bacon,1,38.0,87.0,0.437
Dwayne Bacon,2,19.0,67.0,0.284
Dwayne Bacon,3,59.0,207.0,0.285
Marvin Bagley III,0,30.0,96.0,0.313
Marvin Bagley III,2,37.0,108.0,0.343
Marvin Bagley III,3,23.0,97.0,0.237
Ron Baker,0,23.0,86.0,0.267
Ron Baker,1,11.0,33.0,0.333
LaMelo Ball,0,92.0,261.0,0.352
LaMelo Ball,1,220.0,565.0,0.389
Lonzo Ball,0,90.0,295.0,0.305
Lonzo Ball,1,75.0,228.0,0.329
Lonzo Ball,2,148.0,395.0,0.375
Lonzo Ball,3,172.0,455.0,0.378
Lonzo Ball,4,110.0,260.0,0.423
Mo Bamba,0,21.0,70.0,0.3
Mo Bamba,1,37.0,107.0,0.346
Mo Bamba,2,38.0,118.0,0.322
Mo Bamba,3,107.0,281.0,0.381
Desmond Bane,0,117.0,271.0,0.432
Desmond Bane,1,228.0,523.0,0.436
Marcus Banks,0,27.0,86.0,0.314
Marcus Banks,1,21.0,59.0,0.356
Marcus Banks,2,22.0,63.0,0.349
Marcus Banks,3,5.0,29.0,0.172
Marcus Banks,4,40.0,102.0,0.392
Leandro Barbosa,0,83.0,210.0,0.395
Leandro Barbosa,1,51.0,139.0,0.367
Leandro Barbosa,2,87.0,196.0,0.444
Leandro Barbosa,3,190.0,438.0,0.434
Leandro Barbosa,4,164.0,422.0,0.389
Leandro Barbosa,5,90.0,240.0,0.375
Leandro Barbosa,6,44.0,136.0,0.324
Leandro Barbosa,7,72.0,213.0,0.338
Leandro Barbosa,8,65.0,170.0,0.382
Leandro Barbosa,9,18.0,47.0,0.383
Leandro Barbosa,11,43.0,112.0,0.384
Leandro Barbosa,12,39.0,110.0,0.355
Leandro Barbosa,13,35.0,98.0,0.357
J.J. Barea,1,21.0,54.0,0.389
J.J. Barea,2,55.0,154.0,0.357
J.J. Barea,3,56.0,157.0,0.357
J.J. Barea,4,66.0,189.0,0.349
J.J. Barea,5,53.0,143.0,0.371
J.J. Barea,6,97.0,280.0,0.346
J.J. Barea,7,73.0,231.0,0.316
J.J. Barea,8,54.0,167.0,0.323
J.J. Barea,9,100.0,260.0,0.385
J.J. Barea,10,53.0,148.0,0.358
J.J. Barea,11,115.0,313.0,0.367
J.J. Barea,12,38.0,128.0,0.297
J.J. Barea,13,32.0,85.0,0.376
Andrea Bargnani,0,100.0,268.0,0.373
Andrea Bargnani,1,90.0,261.0,0.345
Andrea Bargnani,2,119.0,291.0,0.409
Andrea Bargnani,3,121.0,325.0,0.372
Andrea Bargnani,4,77.0,223.0,0.345
Andrea Bargnani,5,34.0,115.0,0.296
Andrea Bargnani,6,38.0,123.0,0.309
Andrea Bargnani,7,30.0,108.0,0.278
Andrea Bargnani,8,15.0,41.0,0.366
Harrison Barnes,0,52.0,145.0,0.359
Harrison Barnes,1,66.0,190.0,0.347
Harrison Barnes,2,87.0,215.0,0.405
Harrison Barnes,3,82.0,214.0,0.383
Harrison Barnes,4,78.0,222.0,0.351
Harrison Barnes,5,119.0,333.0,0.357
Harrison Barnes,6,174.0,441.0,0.395
Harrison Barnes,7,102.0,268.0,0.381
Harrison Barnes,8,100.0,256.0,0.391
Harrison Barnes,9,142.0,360.0,0.394
Matt Barnes,3,106.0,290.0,0.366
Matt Barnes,4,53.0,181.0,0.293
Matt Barnes,5,117.0,341.0,0.343
Matt Barnes,6,66.0,207.0,0.319
Matt Barnes,7,34.0,107.0,0.318
Matt Barnes,8,46.0,138.0,0.333
Matt Barnes,9,111.0,325.0,0.342
Matt Barnes,10,97.0,283.0,0.343
Matt Barnes,11,136.0,376.0,0.362
Matt Barnes,12,119.0,370.0,0.322
Matt Barnes,13,87.0,263.0,0.331
RJ Barrett,0,63.0,197.0,0.32
RJ Barrett,1,124.0,309.0,0.401
RJ Barrett,2,138.0,404.0,0.342
Will Barton,0,9.0,65.0,0.138
Will Barton,1,10.0,33.0,0.303
Will Barton,2,23.0,85.0,0.271
Will Barton,3,112.0,325.0,0.345
Will Barton,4,87.0,235.0,0.37
Will Barton,5,156.0,422.0,0.37
Will Barton,6,67.0,196.0,0.342
Will Barton,7,108.0,288.0,0.375
Will Barton,8,98.0,257.0,0.381
Will Barton,9,157.0,430.0,0.365
Keita Bates-Diop,0,13.0,52.0,0.25
Keita Bates-Diop,1,34.0,103.0,0.33
Keita Bates-Diop,3,17.0,55.0,0.309
Shane Battier,0,103.0,276.0,0.373
Shane Battier,1,86.0,216.0,0.398
Shane Battier,2,65.0,186.0,0.349
Shane Battier,3,70.0,177.0,0.395
Shane Battier,4,65.0,165.0,0.394
Shane Battier,5,157.0,373.0,0.421
Shane Battier,6,139.0,369.0,0.377
Shane Battier,7,91.0,237.0,0.384
Shane Battier,8,101.0,279.0,0.362
Shane Battier,9,102.0,267.0,0.382
Shane Battier,10,62.0,183.0,0.339
Shane Battier,11,136.0,316.0,0.43
Shane Battier,12,73.0,210.0,0.348
Nicolas Batum,0,62.0,168.0,0.369
Nicolas Batum,1,54.0,132.0,0.409
Nicolas Batum,2,118.0,342.0,0.345
Nicolas Batum,3,107.0,274.0,0.391
Nicolas Batum,4,165.0,444.0,0.372
Nicolas Batum,5,145.0,402.0,0.361
Nicolas Batum,6,100.0,309.0,0.324
Nicolas Batum,7,139.0,399.0,0.348
Nicolas Batum,8,135.0,405.0,0.333
Nicolas Batum,9,92.0,274.0,0.336
Nicolas Batum,10,116.0,298.0,0.389
Nicolas Batum,11,14.0,49.0,0.286
Nicolas Batum,12,110.0,272.0,0.404
Nicolas Batum,13,108.0,270.0,0.4
Jerryd Bayless,0,7.0,27.0,0.259
Jerryd Bayless,1,29.0,92.0,0.315
Jerryd Bayless,2,49.0,146.0,0.336
Jerryd Bayless,3,44.0,104.0,0.423
Jerryd Bayless,4,71.0,201.0,0.353
Jerryd Bayless,5,76.0,212.0,0.358
Jerryd Bayless,6,37.0,120.0,0.308
Jerryd Bayless,7,101.0,231.0,0.437
Jerryd Bayless,9,54.0,146.0,0.37
Jerryd Bayless,10,29.0,98.0,0.296
Aron Baynes,6,21.0,61.0,0.344
Aron Baynes,7,59.0,168.0,0.351
Aron Baynes,8,27.0,103.0,0.262
Kent Bazemore,0,10.0,34.0,0.294
Kent Bazemore,1,43.0,128.0,0.336
Kent Bazemore,2,48.0,132.0,0.364
Kent Bazemore,3,109.0,305.0,0.357
Kent Bazemore,4,92.0,266.0,0.346
Kent Bazemore,5,108.0,274.0,0.394
Kent Bazemore,6,96.0,300.0,0.32
Kent Bazemore,7,84.0,244.0,0.344
Kent Bazemore,8,75.0,184.0,0.408
Kent Bazemore,9,29.0,80.0,0.363
Darius Bazley,0,49.0,141.0,0.348
Darius Bazley,1,83.0,286.0,0.29
Darius Bazley,2,80.0,269.0,0.297
Bradley Beal,0,91.0,236.0,0.386
Bradley Beal,1,138.0,343.0,0.402
Bradley Beal,2,106.0,259.0,0.409
Bradley Beal,3,105.0,271.0,0.387
Bradley Beal,4,223.0,552.0,0.404
Bradley Beal,5,199.0,530.0,0.375
Bradley Beal,6,209.0,596.0,0.351
Bradley Beal,7,170.0,481.0,0.353
Bradley Beal,8,130.0,373.0,0.349
Bradley Beal,9,63.0,210.0,0.3
Malik Beasley,0,9.0,28.0,0.321
Malik Beasley,1,28.0,82.0,0.341
Malik Beasley,2,163.0,405.0,0.402
Malik Beasley,3,107.0,276.0,0.388
Malik Beasley,4,128.0,321.0,0.399
Malik Beasley,5,240.0,637.0,0.377
Michael Beasley,0,33.0,81.0,0.407
Michael Beasley,1,28.0,102.0,0.275
Michael Beasley,2,60.0,164.0,0.366
Michael Beasley,3,38.0,101.0,0.376
Michael Beasley,4,45.0,144.0,0.313
Michael Beasley,5,21.0,54.0,0.389
Michael Beasley,6,8.0,34.0,0.235
Michael Beasley,8,18.0,43.0,0.419
Michael Beasley,9,34.0,86.0,0.395
Rodrigue Beaubois,0,45.0,110.0,0.409
Rodrigue Beaubois,1,25.0,83.0,0.301
Rodrigue Beaubois,2,38.0,132.0,0.288
Rodrigue Beaubois,3,21.0,72.0,0.292
Marco Belinelli,0,16.0,41.0,0.39
Marco Belinelli,1,52.0,131.0,0.397
Marco Belinelli,2,60.0,158.0,0.38
Marco Belinelli,3,134.0,324.0,0.414
Marco Belinelli,4,107.0,284.0,0.377
Marco Belinelli,5,79.0,221.0,0.357
Marco Belinelli,6,126.0,293.0,0.43
Marco Belinelli,7,86.0,230.0,0.374
Marco Belinelli,8,91.0,297.0,0.306
Marco Belinelli,9,102.0,283.0,0.36
Marco Belinelli,10,149.0,395.0,0.377
Marco Belinelli,11,147.0,395.0,0.372
Marco Belinelli,12,67.0,178.0,0.376
Charlie Bell,4,71.0,168.0,0.423
Charlie Bell,5,127.0,361.0,0.352
Charlie Bell,6,74.0,217.0,0.341
Charlie Bell,7,87.0,240.0,0.363
Charlie Bell,8,73.0,200.0,0.365
Raja Bell,1,12.0,44.0,0.273
Raja Bell,2,21.0,51.0,0.412
Raja Bell,3,62.0,166.0,0.373
Raja Bell,4,54.0,134.0,0.403
Raja Bell,5,197.0,446.0,0.442
Raja Bell,6,205.0,496.0,0.413
Raja Bell,7,176.0,439.0,0.401
Raja Bell,8,114.0,271.0,0.421
Raja Bell,9,12.0,27.0,0.444
Raja Bell,10,68.0,193.0,0.352
Raja Bell,11,34.0,87.0,0.391
DeAndre' Bembry,1,11.0,30.0,0.367
DeAndre' Bembry,2,50.0,173.0,0.289
DeAndre' Bembry,3,15.0,65.0,0.231
DeAndre' Bembry,4,14.0,53.0,0.264
DeAndre' Bembry,5,15.0,36.0,0.417
Dragan Bender,0,28.0,101.0,0.277
Dragan Bender,1,118.0,322.0,0.366
Dragan Bender,2,22.0,101.0,0.218
Dragan Bender,3,15.0,43.0,0.349
Jonathan Bender,1,11.0,41.0,0.268
Jonathan Bender,2,45.0,125.0,0.36
Jonathan Bender,3,19.0,53.0,0.358
Jonathan Bender,10,14.0,39.0,0.359
Anthony Bennett,0,13.0,53.0,0.245
Anthony Bennett,3,13.0,48.0,0.271
Dāvis Bertāns,0,69.0,173.0,0.399
Dāvis Bertāns,1,94.0,252.0,0.373
Dāvis Bertāns,2,145.0,338.0,0.429
Dāvis Bertāns,3,200.0,472.0,0.424
Dāvis Bertāns,4,169.0,428.0,0.395
Dāvis Bertāns,5,77.0,230.0,0.335
Patrick Beverley,0,36.0,96.0,0.375
Patrick Beverley,1,92.0,255.0,0.361
Patrick Beverley,2,115.0,323.0,0.356
Patrick Beverley,3,124.0,310.0,0.4
Patrick Beverley,4,110.0,288.0,0.382
Patrick Beverley,5,24.0,60.0,0.4
Patrick Beverley,6,112.0,282.0,0.397
Patrick Beverley,7,80.0,206.0,0.388
Patrick Beverley,8,56.0,141.0,0.397
Patrick Beverley,9,83.0,242.0,0.343
Saddiq Bey,0,175.0,460.0,0.38
Saddiq Bey,1,211.0,610.0,0.346
Goga Bitadze,0,8.0,42.0,0.19
Goga Bitadze,1,20.0,79.0,0.253
Goga Bitadze,2,23.0,80.0,0.288
Nemanja Bjelica,0,48.0,125.0,0.384
Nemanja Bjelica,1,56.0,177.0,0.316
Nemanja Bjelica,2,76.0,183.0,0.415
Nemanja Bjelica,3,103.0,257.0,0.401
Nemanja Bjelica,4,134.0,320.0,0.419
Nemanja Bjelica,5,27.0,85.0,0.318
Nemanja Bjelica,6,54.0,149.0,0.362
Steve Blake,0,75.0,202.0,0.371
Steve Blake,1,36.0,93.0,0.387
Steve Blake,2,76.0,184.0,0.413
Steve Blake,3,67.0,208.0,0.322
Steve Blake,4,121.0,298.0,0.406
Steve Blake,5,140.0,328.0,0.427
Steve Blake,6,116.0,294.0,0.395
Steve Blake,7,73.0,193.0,0.378
Steve Blake,8,53.0,158.0,0.335
Steve Blake,9,72.0,171.0,0.421
Steve Blake,10,79.0,210.0,0.376
Steve Blake,11,77.0,219.0,0.352
Steve Blake,12,52.0,151.0,0.344
Antonio Blakeney,0,15.0,52.0,0.288
Antonio Blakeney,1,36.0,91.0,0.396
Andray Blatche,1,4.0,27.0,0.148
Andray Blatche,4,13.0,44.0,0.295
Andray Blatche,8,15.0,54.0,0.278
Eric Bledsoe,0,32.0,116.0,0.276
Eric Bledsoe,1,6.0,30.0,0.2
Eric Bledsoe,2,31.0,78.0,0.397
Eric Bledsoe,3,50.0,140.0,0.357
Eric Bledsoe,4,88.0,272.0,0.324
Eric Bledsoe,5,48.0,129.0,0.372
Eric Bledsoe,6,104.0,310.0,0.335
Eric Bledsoe,7,125.0,360.0,0.347
Eric Bledsoe,8,124.0,377.0,0.329
Eric Bledsoe,9,74.0,215.0,0.344
Eric Bledsoe,10,121.0,355.0,0.341
Eric Bledsoe,11,51.0,163.0,0.313
Keith Bogans,0,67.0,187.0,0.358
Keith Bogans,1,57.0,173.0,0.329
Keith Bogans,2,65.0,200.0,0.325
Keith Bogans,3,53.0,137.0,0.387
Keith Bogans,4,148.0,409.0,0.362
Keith Bogans,5,74.0,218.0,0.339
Keith Bogans,6,70.0,196.0,0.357
Keith Bogans,7,90.0,237.0,0.38
Keith Bogans,9,84.0,245.0,0.343
Bogdan Bogdanović,0,129.0,329.0,0.392
Bogdan Bogdanović,1,134.0,372.0,0.36
Bogdan Bogdanović,2,164.0,441.0,0.372
Bogdan Bogdanović,3,146.0,333.0,0.438
Bogdan Bogdanović,4,169.0,459.0,0.368
Bojan Bogdanović,0,91.0,256.0,0.355
Bojan Bogdanović,1,129.0,338.0,0.382
Bojan Bogdanović,2,144.0,392.0,0.367
Bojan Bogdanović,3,155.0,386.0,0.402
Bojan Bogdanović,4,164.0,386.0,0.425
Bojan Bogdanović,5,189.0,457.0,0.414
Bojan Bogdanović,6,180.0,461.0,0.39
Bojan Bogdanović,7,181.0,468.0,0.387
Isaac Bonga,1,25.0,71.0,0.352
Isaac Bonga,2,13.0,47.0,0.277
Matt Bonner,0,39.0,92.0,0.424
Matt Bonner,1,102.0,243.0,0.42
Matt Bonner,2,36.0,94.0,0.383
Matt Bonner,3,46.0,137.0,0.336
Matt Bonner,4,118.0,268.0,0.44
Matt Bonner,5,90.0,231.0,0.39
Matt Bonner,6,105.0,230.0,0.457
Matt Bonner,7,105.0,250.0,0.42
Matt Bonner,8,53.0,120.0,0.442
Matt Bonner,9,42.0,98.0,0.429
Matt Bonner,10,46.0,126.0,0.365
Matt Bonner,11,15.0,34.0,0.441
Devin Booker,0,99.0,289.0,0.343
Devin Booker,1,147.0,405.0,0.363
Devin Booker,2,147.0,384.0,0.383
Devin Booker,3,135.0,414.0,0.326
Devin Booker,4,141.0,398.0,0.354
Devin Booker,5,126.0,371.0,0.34
Devin Booker,6,183.0,478.0,0.383
Trevor Booker,4,29.0,84.0,0.345
Trevor Booker,5,12.0,41.0,0.293
Trevor Booker,6,25.0,78.0,0.321
Trevor Booker,7,8.0,33.0,0.242
Chris Bosh,3,12.0,35.0,0.343
Chris Bosh,5,12.0,49.0,0.245
Chris Bosh,8,10.0,35.0,0.286
Chris Bosh,9,21.0,74.0,0.284
Chris Bosh,10,74.0,218.0,0.339
Chris Bosh,11,63.0,168.0,0.375
Chris Bosh,12,81.0,222.0,0.365
Chris Boucher,1,12.0,37.0,0.324
Chris Boucher,2,38.0,118.0,0.322
Chris Boucher,3,90.0,235.0,0.383
Chris Boucher,4,68.0,229.0,0.297
Avery Bradley,1,22.0,54.0,0.407
Avery Bradley,2,40.0,126.0,0.317
Avery Bradley,3,79.0,200.0,0.395
Avery Bradley,4,124.0,352.0,0.352
Avery Bradley,5,147.0,407.0,0.361
Avery Bradley,6,108.0,277.0,0.39
Avery Bradley,7,75.0,203.0,0.369
Avery Bradley,8,86.0,245.0,0.351
Avery Bradley,9,63.0,173.0,0.364
Avery Bradley,10,33.0,101.0,0.327
Avery Bradley,11,82.0,210.0,0.39
Ignas Brazdeikis,1,11.0,28.0,0.393
Ignas Brazdeikis,2,27.0,87.0,0.31
Corey Brewer,0,7.0,36.0,0.194
Corey Brewer,2,82.0,237.0,0.346
Corey Brewer,3,30.0,112.0,0.268
Corey Brewer,4,33.0,127.0,0.26
Corey Brewer,5,91.0,307.0,0.296
Corey Brewer,6,59.0,211.0,0.28
Corey Brewer,7,63.0,235.0,0.268
Corey Brewer,8,61.0,224.0,0.272
Corey Brewer,9,27.0,118.0,0.229
Corey Brewer,10,31.0,110.0,0.282
Corey Brewer,11,14.0,44.0,0.318
Ronnie Brewer,1,11.0,50.0,0.22
Ronnie Brewer,2,22.0,85.0,0.259
Ronnie Brewer,3,8.0,31.0,0.258
Ronnie Brewer,4,6.0,27.0,0.222
Ronnie Brewer,5,19.0,69.0,0.275
Ronnie Brewer,6,23.0,76.0,0.303
Mikal Bridges,0,105.0,313.0,0.335
Mikal Bridges,1,70.0,194.0,0.361
Mikal Bridges,2,134.0,315.0,0.425
Mikal Bridges,3,115.0,312.0,0.369
Miles Bridges,0,65.0,200.0,0.325
Miles Bridges,1,99.0,300.0,0.33
Miles Bridges,2,116.0,290.0,0.4
Miles Bridges,3,154.0,465.0,0.331
Oshae Brissett,1,33.0,78.0,0.423
Oshae Brissett,2,83.0,237.0,0.35
Ryan Broekhoff,0,38.0,93.0,0.409
Ryan Broekhoff,1,20.0,51.0,0.392
Malcolm Brogdon,0,78.0,193.0,0.404
Malcolm Brogdon,1,62.0,161.0,0.385
Malcolm Brogdon,2,104.0,244.0,0.426
Malcolm Brogdon,3,75.0,230.0,0.326
Malcolm Brogdon,4,145.0,374.0,0.388
Malcolm Brogdon,5,58.0,186.0,0.312
Aaron Brooks,0,36.0,109.0,0.33
Aaron Brooks,1,113.0,309.0,0.366
Aaron Brooks,2,209.0,525.0,0.398
Aaron Brooks,3,70.0,236.0,0.297
Aaron Brooks,5,50.0,134.0,0.373
Aaron Brooks,6,96.0,248.0,0.387
Aaron Brooks,7,121.0,313.0,0.387
Aaron Brooks,8,66.0,185.0,0.357
