name,year,fg3,fg3a,fg3_pct
Dennis Smith Jr.,0,106.0,339.0,0.313
Dennis Smith Jr.,1,67.0,208.0,0.322
Dennis Smith Jr.,2,16.0,54.0,0.296
Dennis Smith Jr.,3,19.0,58.0,0.328
Dennis Smith Jr.,4,6.0,27.0,0.222
Ish Smith,2,8.0,27.0,0.296
Ish Smith,4,18.0,60.0,0.3
Ish Smith,5,56.0,170.0,0.329
Ish Smith,6,28.0,105.0,0.267
Ish Smith,7,35.0,101.0,0.347
Ish Smith,8,44.0,135.0,0.326
Ish Smith,9,62.0,169.0,0.367
Ish Smith,10,18.0,49.0,0.367
Ish Smith,11,25.0,67.0,0.373
J.R. Smith,0,81.0,281.0,0.288
J.R. Smith,1,52.0,140.0,0.371
J.R. Smith,2,149.0,382.0,0.39
J.R. Smith,3,157.0,390.0,0.403
J.R. Smith,4,180.0,453.0,0.397
J.R. Smith,5,158.0,467.0,0.338
J.R. Smith,6,124.0,318.0,0.39
J.R. Smith,7,67.0,193.0,0.347
J.R. Smith,8,155.0,436.0,0.356
J.R. Smith,9,189.0,480.0,0.394
J.R. Smith,10,163.0,426.0,0.383
J.R. Smith,11,204.0,510.0,0.4
J.R. Smith,12,95.0,271.0,0.351
J.R. Smith,13,143.0,381.0,0.375
J.R. Smith,14,12.0,39.0,0.308
Jason Smith,2,10.0,29.0,0.345
Jason Smith,7,15.0,42.0,0.357
Jason Smith,9,37.0,78.0,0.474
Jason Smith,10,4.0,32.0,0.125
Jason Smith,11,9.0,26.0,0.346
Josh Smith,1,34.0,110.0,0.309
Josh Smith,2,38.0,152.0,0.25
Josh Smith,3,25.0,99.0,0.253
Josh Smith,4,26.0,87.0,0.299
Josh Smith,6,51.0,154.0,0.331
Josh Smith,7,28.0,109.0,0.257
Josh Smith,8,61.0,201.0,0.303
Josh Smith,9,70.0,265.0,0.264
Josh Smith,10,72.0,228.0,0.316
Josh Smith,11,41.0,143.0,0.287
Nolan Smith,0,13.0,45.0,0.289
Nolan Smith,1,6.0,28.0,0.214
Tony Snell,0,57.0,178.0,0.32
Tony Snell,1,73.0,197.0,0.371
Tony Snell,2,56.0,155.0,0.361
Tony Snell,3,144.0,355.0,0.406
Tony Snell,4,108.0,268.0,0.403
Tony Snell,5,81.0,204.0,0.397
Tony Snell,6,102.0,254.0,0.402
Tony Snell,7,62.0,109.0,0.569
Tony Snell,8,45.0,128.0,0.352
Marreese Speights,5,8.0,31.0,0.258
Marreese Speights,7,24.0,62.0,0.387
Marreese Speights,8,103.0,277.0,0.372
Marreese Speights,9,86.0,233.0,0.369
Omari Spellman,0,44.0,128.0,0.344
Omari Spellman,1,43.0,110.0,0.391
Nik Stauskas,0,48.0,149.0,0.322
Nik Stauskas,1,106.0,325.0,0.326
Nik Stauskas,2,132.0,359.0,0.368
Nik Stauskas,3,40.0,100.0,0.4
Nik Stauskas,4,70.0,188.0,0.372
Lance Stephenson,1,4.0,30.0,0.133
Lance Stephenson,2,62.0,188.0,0.33
Lance Stephenson,3,86.0,244.0,0.352
Lance Stephenson,4,18.0,105.0,0.171
Lance Stephenson,5,30.0,78.0,0.385
Lance Stephenson,7,67.0,232.0,0.289
Lance Stephenson,8,73.0,197.0,0.371
Lance Stephenson,11,27.0,90.0,0.3
DeShawn Stevenson,3,19.0,71.0,0.268
DeShawn Stevenson,4,25.0,67.0,0.373
DeShawn Stevenson,6,74.0,183.0,0.404
DeShawn Stevenson,7,158.0,413.0,0.383
DeShawn Stevenson,8,35.0,129.0,0.271
DeShawn Stevenson,9,19.0,87.0,0.218
DeShawn Stevenson,10,94.0,249.0,0.378
DeShawn Stevenson,11,41.0,145.0,0.283
DeShawn Stevenson,12,76.0,209.0,0.364
Isaiah Stewart,0,21.0,63.0,0.333
Isaiah Stewart,1,15.0,46.0,0.326
Max Strus,1,50.0,148.0,0.338
Max Strus,2,181.0,442.0,0.41
Rodney Stuckey,1,23.0,78.0,0.295
Rodney Stuckey,2,18.0,79.0,0.228
Rodney Stuckey,3,26.0,90.0,0.289
Rodney Stuckey,4,33.0,104.0,0.317
Rodney Stuckey,5,55.0,182.0,0.302
Rodney Stuckey,6,24.0,88.0,0.273
Rodney Stuckey,7,55.0,141.0,0.39
Rodney Stuckey,8,20.0,83.0,0.241
Rodney Stuckey,9,19.0,60.0,0.317
Jared Sullinger,1,56.0,208.0,0.269
Jared Sullinger,2,52.0,184.0,0.283
Jared Sullinger,3,29.0,103.0,0.282
Edmond Sumner,1,7.0,27.0,0.259
Edmond Sumner,2,14.0,53.0,0.264
Edmond Sumner,3,35.0,88.0,0.398
Jae'Sean Tate,0,60.0,195.0,0.308
Jae'Sean Tate,1,63.0,202.0,0.312
Jayson Tatum,0,105.0,242.0,0.434
Jayson Tatum,1,116.0,311.0,0.373
Jayson Tatum,2,189.0,469.0,0.403
Jayson Tatum,3,187.0,485.0,0.386
Jayson Tatum,4,230.0,651.0,0.353
Jeff Taylor,0,53.0,154.0,0.344
Jeff Taylor,1,18.0,67.0,0.269
Jeff Taylor,2,11.0,36.0,0.306
Jeff Teague,0,7.0,32.0,0.219
Jeff Teague,1,18.0,48.0,0.375
Jeff Teague,2,51.0,149.0,0.342
Jeff Teague,3,89.0,248.0,0.359
Jeff Teague,4,74.0,225.0,0.329
Jeff Teague,5,71.0,207.0,0.343
Jeff Teague,6,110.0,275.0,0.4
Jeff Teague,7,90.0,252.0,0.357
Jeff Teague,8,84.0,228.0,0.368
Jeff Teague,9,35.0,105.0,0.333
Jeff Teague,10,43.0,117.0,0.368
Jeff Teague,11,36.0,82.0,0.439
Mirza Teletović,0,37.0,108.0,0.343
Mirza Teletović,1,136.0,349.0,0.39
Mirza Teletović,2,62.0,193.0,0.321
Mirza Teletović,3,181.0,460.0,0.393
Mirza Teletović,4,104.0,305.0,0.341
Mirza Teletović,5,21.0,45.0,0.467
Sebastian Telfair,0,17.0,69.0,0.246
Sebastian Telfair,1,57.0,162.0,0.352
Sebastian Telfair,2,37.0,128.0,0.289
Sebastian Telfair,3,32.0,114.0,0.281
Sebastian Telfair,4,73.0,211.0,0.346
Sebastian Telfair,5,13.0,56.0,0.232
Sebastian Telfair,6,28.0,78.0,0.359
Sebastian Telfair,7,33.0,105.0,0.314
Sebastian Telfair,8,53.0,150.0,0.353
Sebastian Telfair,10,18.0,60.0,0.3
Garrett Temple,0,13.0,37.0,0.351
Garrett Temple,1,10.0,37.0,0.27
Garrett Temple,3,26.0,80.0,0.325
Garrett Temple,4,6.0,29.0,0.207
Garrett Temple,5,33.0,88.0,0.375
Garrett Temple,6,89.0,258.0,0.345
Garrett Temple,7,82.0,220.0,0.373
Garrett Temple,8,89.0,227.0,0.392
Garrett Temple,9,90.0,264.0,0.341
Garrett Temple,10,127.0,386.0,0.329
Garrett Temple,11,67.0,200.0,0.335
Garrett Temple,12,59.0,185.0,0.319
Miloš Teodosić,0,88.0,232.0,0.379
Miloš Teodosić,1,10.0,27.0,0.37
Jason Terry,0,46.0,157.0,0.293
Jason Terry,1,124.0,314.0,0.395
Jason Terry,2,172.0,444.0,0.387
Jason Terry,3,160.0,431.0,0.371
Jason Terry,4,146.0,421.0,0.347
Jason Terry,5,103.0,245.0,0.42
Jason Terry,6,171.0,416.0,0.411
Jason Terry,7,162.0,370.0,0.438
Jason Terry,8,136.0,363.0,0.375
Jason Terry,9,167.0,456.0,0.366
Jason Terry,10,136.0,373.0,0.365
Jason Terry,11,127.0,351.0,0.362
Jason Terry,12,138.0,365.0,0.378
Jason Terry,13,123.0,331.0,0.372
Jason Terry,14,39.0,103.0,0.379
Jason Terry,15,126.0,323.0,0.39
Jason Terry,16,93.0,261.0,0.356
Jason Terry,17,73.0,171.0,0.427
Jason Terry,18,40.0,115.0,0.348
Daniel Theis,0,18.0,58.0,0.31
Daniel Theis,1,26.0,67.0,0.388
Daniel Theis,2,32.0,96.0,0.333
Daniel Theis,3,49.0,152.0,0.322
Daniel Theis,4,33.0,107.0,0.308
Isaiah Thomas,0,83.0,219.0,0.379
Isaiah Thomas,1,115.0,321.0,0.358
Isaiah Thomas,2,127.0,364.0,0.349
Isaiah Thomas,3,129.0,346.0,0.373
Isaiah Thomas,4,167.0,465.0,0.359
Isaiah Thomas,5,245.0,646.0,0.379
Isaiah Thomas,6,55.0,188.0,0.293
Isaiah Thomas,7,12.0,43.0,0.279
Isaiah Thomas,8,78.0,189.0,0.413
Isaiah Thomas,10,28.0,83.0,0.337
Kenny Thomas,0,32.0,122.0,0.262
Kenny Thomas,1,25.0,92.0,0.272
Khyri Thomas,0,10.0,35.0,0.286
Khyri Thomas,2,9.0,27.0,0.333
Lance Thomas,4,44.0,109.0,0.404
Lance Thomas,5,38.0,85.0,0.447
Lance Thomas,6,50.0,124.0,0.403
Lance Thomas,7,22.0,79.0,0.278
Matt Thomas,0,47.0,99.0,0.475
Matt Thomas,1,27.0,80.0,0.338
Matt Thomas,2,35.0,91.0,0.385
Hollis Thompson,0,67.0,167.0,0.401
Hollis Thompson,1,115.0,287.0,0.401
Hollis Thompson,2,149.0,392.0,0.38
Hollis Thompson,3,32.0,95.0,0.337
Klay Thompson,0,111.0,268.0,0.414
Klay Thompson,1,211.0,526.0,0.401
Klay Thompson,2,223.0,535.0,0.417
Klay Thompson,3,239.0,545.0,0.439
Klay Thompson,4,276.0,650.0,0.425
Klay Thompson,5,268.0,647.0,0.414
Klay Thompson,6,229.0,521.0,0.44
Klay Thompson,7,241.0,599.0,0.402
Klay Thompson,10,114.0,296.0,0.385
Al Thornton,0,43.0,130.0,0.331
Al Thornton,1,20.0,79.0,0.253
Al Thornton,2,11.0,31.0,0.355
Al Thornton,3,4.0,26.0,0.154
Marcus Thornton,0,117.0,313.0,0.374
Marcus Thornton,1,88.0,240.0,0.367
Marcus Thornton,2,107.0,310.0,0.345
Marcus Thornton,3,141.0,379.0,0.372
Marcus Thornton,4,109.0,316.0,0.345
Marcus Thornton,5,54.0,143.0,0.378
Marcus Thornton,6,91.0,270.0,0.337
Marcus Thornton,7,28.0,80.0,0.35
Matisse Thybulle,0,56.0,157.0,0.357
Matisse Thybulle,1,43.0,143.0,0.301
Matisse Thybulle,2,45.0,144.0,0.313
Killian Tillie,0,10.0,33.0,0.303
Killian Tillie,1,27.0,86.0,0.314
Xavier Tillman Sr.,0,22.0,65.0,0.338
Xavier Tillman Sr.,1,10.0,49.0,0.204
Jamaal Tinsley,0,42.0,175.0,0.24
Jamaal Tinsley,1,46.0,166.0,0.277
Jamaal Tinsley,2,77.0,207.0,0.372
Jamaal Tinsley,3,58.0,156.0,0.372
Jamaal Tinsley,4,16.0,70.0,0.229
Jamaal Tinsley,5,61.0,193.0,0.316
Jamaal Tinsley,6,40.0,141.0,0.284
Jamaal Tinsley,8,7.0,39.0,0.179
Jamaal Tinsley,10,10.0,37.0,0.27
Jamaal Tinsley,11,39.0,127.0,0.307
Anthony Tolliver,0,9.0,41.0,0.22
Anthony Tolliver,1,50.0,152.0,0.329
Anthony Tolliver,2,47.0,115.0,0.409
Anthony Tolliver,3,25.0,101.0,0.248
Anthony Tolliver,4,45.0,133.0,0.338
Anthony Tolliver,5,102.0,247.0,0.413
Anthony Tolliver,6,106.0,290.0,0.366
Anthony Tolliver,7,98.0,272.0,0.36
Anthony Tolliver,8,90.0,230.0,0.391
Anthony Tolliver,9,159.0,365.0,0.436
Anthony Tolliver,10,81.0,215.0,0.377
Anthony Tolliver,11,49.0,145.0,0.338
Obi Toppin,0,26.0,85.0,0.306
Obi Toppin,1,52.0,169.0,0.308
Juan Toscano-Anderson,1,37.0,92.0,0.402
Juan Toscano-Anderson,2,28.0,87.0,0.322
Karl-Anthony Towns,0,30.0,88.0,0.341
Karl-Anthony Towns,1,101.0,275.0,0.367
Karl-Anthony Towns,2,120.0,285.0,0.421
Karl-Anthony Towns,3,142.0,355.0,0.4
Karl-Anthony Towns,4,114.0,277.0,0.412
Karl-Anthony Towns,5,122.0,315.0,0.387
Karl-Anthony Towns,6,150.0,366.0,0.41
Gary Trent Jr.,1,112.0,268.0,0.418
Gary Trent Jr.,2,165.0,429.0,0.385
Gary Trent Jr.,3,209.0,545.0,0.383
Allonzo Trier,0,52.0,132.0,0.394
Allonzo Trier,1,19.0,53.0,0.358
P.J. Tucker,6,22.0,70.0,0.314
P.J. Tucker,7,74.0,191.0,0.387
P.J. Tucker,8,87.0,252.0,0.345
P.J. Tucker,9,68.0,206.0,0.33
P.J. Tucker,10,70.0,196.0,0.357
P.J. Tucker,11,115.0,310.0,0.371
P.J. Tucker,12,146.0,387.0,0.377
P.J. Tucker,13,107.0,299.0,0.358
P.J. Tucker,14,40.0,119.0,0.336
P.J. Tucker,15,80.0,193.0,0.415
Hedo Türkoğlu,0,28.0,86.0,0.326
Hedo Türkoğlu,1,63.0,171.0,0.368
Hedo Türkoğlu,2,29.0,78.0,0.372
Hedo Türkoğlu,3,101.0,241.0,0.419
Hedo Türkoğlu,4,93.0,245.0,0.38
Hedo Türkoğlu,5,114.0,283.0,0.403
Hedo Türkoğlu,6,109.0,281.0,0.388
Hedo Türkoğlu,7,166.0,415.0,0.4
Hedo Türkoğlu,8,134.0,376.0,0.356
Hedo Türkoğlu,9,108.0,289.0,0.374
Hedo Türkoğlu,10,127.0,310.0,0.41
Hedo Türkoğlu,11,91.0,258.0,0.353
Hedo Türkoğlu,13,22.0,50.0,0.44
Hedo Türkoğlu,14,60.0,139.0,0.432
Evan Turner,0,14.0,44.0,0.318
Evan Turner,1,11.0,49.0,0.224
Evan Turner,2,58.0,159.0,0.365
Evan Turner,3,50.0,156.0,0.321
Evan Turner,4,33.0,119.0,0.277
Evan Turner,5,20.0,83.0,0.241
Evan Turner,6,31.0,118.0,0.263
Evan Turner,7,42.0,132.0,0.318
Evan Turner,8,11.0,52.0,0.212
Myles Turner,1,40.0,115.0,0.348
Myles Turner,2,56.0,157.0,0.357
Myles Turner,3,76.0,196.0,0.388
Myles Turner,4,86.0,250.0,0.344
Myles Turner,5,69.0,206.0,0.335
Myles Turner,6,61.0,183.0,0.333
Ime Udoka,3,89.0,219.0,0.406
Ime Udoka,4,61.0,165.0,0.37
Ime Udoka,5,41.0,125.0,0.328
Ime Udoka,6,26.0,91.0,0.286
Beno Udrih,0,58.0,142.0,0.408
Beno Udrih,1,24.0,70.0,0.343
Beno Udrih,2,33.0,115.0,0.287
Beno Udrih,3,53.0,137.0,0.387
Beno Udrih,4,35.0,113.0,0.31
Beno Udrih,5,75.0,199.0,0.377
Beno Udrih,6,65.0,182.0,0.357
Beno Udrih,7,17.0,59.0,0.288
Beno Udrih,8,34.0,102.0,0.333
Beno Udrih,9,19.0,42.0,0.452
Beno Udrih,10,26.0,97.0,0.268
Beno Udrih,11,15.0,44.0,0.341
Beno Udrih,12,11.0,32.0,0.344
Tyler Ulis,0,21.0,79.0,0.266
Tyler Ulis,1,42.0,146.0,0.288
Jonas Valančiūnas,5,30.0,74.0,0.405
Jonas Valančiūnas,6,14.0,48.0,0.292
Jonas Valančiūnas,7,32.0,91.0,0.352
Jonas Valančiūnas,8,21.0,57.0,0.368
Jonas Valančiūnas,9,57.0,158.0,0.361
Denzel Valentine,0,73.0,208.0,0.351
Denzel Valentine,1,143.0,370.0,0.386
Denzel Valentine,3,46.0,137.0,0.336
Denzel Valentine,4,80.0,242.0,0.331
Denzel Valentine,5,19.0,47.0,0.404
Fred VanVleet,0,11.0,29.0,0.379
Fred VanVleet,1,108.0,261.0,0.414
Fred VanVleet,2,112.0,296.0,0.378
Fred VanVleet,3,146.0,374.0,0.39
Fred VanVleet,4,174.0,476.0,0.366
Fred VanVleet,5,242.0,642.0,0.377
Greivis Vásquez,0,25.0,86.0,0.291
Greivis Vásquez,1,43.0,135.0,0.319
Greivis Vásquez,2,83.0,243.0,0.342
Greivis Vásquez,3,109.0,289.0,0.377
Greivis Vásquez,4,133.0,351.0,0.379
Greivis Vásquez,5,18.0,73.0,0.247
Devin Vassell,0,52.0,150.0,0.347
Devin Vassell,1,137.0,380.0,0.361
Rashad Vaughn,0,43.0,147.0,0.293
Rashad Vaughn,1,26.0,81.0,0.321
Rashad Vaughn,2,14.0,37.0,0.378
Charlie Villanueva,0,70.0,214.0,0.327
Charlie Villanueva,1,29.0,86.0,0.337
Charlie Villanueva,2,55.0,185.0,0.297
Charlie Villanueva,3,89.0,258.0,0.345
Charlie Villanueva,4,99.0,282.0,0.351
Charlie Villanueva,5,125.0,323.0,0.387
Charlie Villanueva,6,15.0,45.0,0.333
Charlie Villanueva,7,90.0,259.0,0.347
Charlie Villanueva,8,14.0,56.0,0.25
Charlie Villanueva,9,83.0,221.0,0.376
Charlie Villanueva,10,47.0,172.0,0.273
Gabe Vincent,0,6.0,27.0,0.222
Gabe Vincent,1,46.0,149.0,0.309
Gabe Vincent,2,119.0,323.0,0.368
Noah Vonleh,1,11.0,46.0,0.239
Noah Vonleh,3,20.0,66.0,0.303
Noah Vonleh,4,46.0,137.0,0.336
Nikola Vučević,5,23.0,75.0,0.307
Nikola Vučević,6,64.0,204.0,0.314
Nikola Vučević,7,84.0,231.0,0.364
Nikola Vučević,8,98.0,289.0,0.339
Nikola Vučević,9,176.0,440.0,0.4
Nikola Vučević,10,104.0,331.0,0.314
Sasha Vujačić,0,17.0,63.0,0.27
Sasha Vujačić,1,59.0,172.0,0.343
Sasha Vujačić,2,60.0,161.0,0.373
Sasha Vujačić,3,118.0,270.0,0.437
Sasha Vujačić,4,81.0,223.0,0.363
Sasha Vujačić,5,25.0,81.0,0.309
Sasha Vujačić,6,97.0,262.0,0.37
Sasha Vujačić,11,52.0,143.0,0.364
Sasha Vujačić,12,23.0,74.0,0.311
Dean Wade,1,78.0,213.0,0.366
Dean Wade,2,51.0,142.0,0.359
Dwyane Wade,0,16.0,53.0,0.302
Dwyane Wade,1,13.0,45.0,0.289
Dwyane Wade,2,13.0,76.0,0.171
Dwyane Wade,3,21.0,79.0,0.266
Dwyane Wade,4,22.0,77.0,0.286
Dwyane Wade,5,88.0,278.0,0.317
Dwyane Wade,6,73.0,243.0,0.3
Dwyane Wade,7,63.0,206.0,0.306
Dwyane Wade,8,15.0,56.0,0.268
Dwyane Wade,9,17.0,66.0,0.258
Dwyane Wade,10,9.0,32.0,0.281
Dwyane Wade,11,29.0,102.0,0.284
Dwyane Wade,12,7.0,44.0,0.159
Dwyane Wade,13,45.0,145.0,0.31
Dwyane Wade,14,32.0,111.0,0.288
Dwyane Wade,15,86.0,261.0,0.33
Von Wafer,2,4.0,26.0,0.154
Von Wafer,3,64.0,164.0,0.39
Von Wafer,5,18.0,67.0,0.269
Von Wafer,6,14.0,39.0,0.359
Moritz Wagner,0,22.0,77.0,0.286
Moritz Wagner,1,25.0,80.0,0.313
Moritz Wagner,2,31.0,91.0,0.341
Moritz Wagner,3,66.0,201.0,0.328
Dion Waiters,0,63.0,203.0,0.31
Dion Waiters,1,92.0,250.0,0.368
Dion Waiters,2,73.0,246.0,0.297
Dion Waiters,3,86.0,240.0,0.358
Dion Waiters,4,85.0,215.0,0.395
Dion Waiters,5,52.0,170.0,0.306
Dion Waiters,6,109.0,289.0,0.377
Dion Waiters,7,15.0,47.0,0.319
Henry Walker,1,50.0,116.0,0.431
Henry Walker,2,59.0,153.0,0.386
Henry Walker,3,36.0,113.0,0.319
Henry Walker,6,45.0,132.0,0.341
Kemba Walker,0,69.0,226.0,0.305
Kemba Walker,1,107.0,332.0,0.322
Kemba Walker,2,109.0,327.0,0.333
Kemba Walker,3,85.0,280.0,0.304
Kemba Walker,4,182.0,490.0,0.371
Kemba Walker,5,240.0,602.0,0.399
Kemba Walker,6,231.0,601.0,0.384
Kemba Walker,7,260.0,731.0,0.356
Kemba Walker,8,180.0,473.0,0.381
Kemba Walker,9,127.0,353.0,0.36
Kemba Walker,10,73.0,199.0,0.367
Lonnie Walker IV,1,41.0,101.0,0.406
Lonnie Walker IV,2,100.0,282.0,0.355
Lonnie Walker IV,3,111.0,353.0,0.314
John Wall,0,34.0,115.0,0.296
John Wall,1,3.0,42.0,0.071
John Wall,2,12.0,45.0,0.267
John Wall,3,108.0,308.0,0.351
John Wall,4,65.0,217.0,0.3
John Wall,5,115.0,328.0,0.351
John Wall,6,89.0,272.0,0.327
John Wall,7,62.0,167.0,0.371
John Wall,8,51.0,169.0,0.302
John Wall,10,79.0,249.0,0.317
Gerald Wallace,3,17.0,62.0,0.274
Gerald Wallace,4,14.0,50.0,0.28
Gerald Wallace,5,39.0,120.0,0.325
Gerald Wallace,6,71.0,221.0,0.321
Gerald Wallace,7,39.0,131.0,0.298
Gerald Wallace,8,52.0,140.0,0.371
Gerald Wallace,9,62.0,186.0,0.333
Gerald Wallace,10,46.0,150.0,0.307
Gerald Wallace,11,46.0,163.0,0.282
Gerald Wallace,12,19.0,64.0,0.297
Luke Walton,0,13.0,39.0,0.333
Luke Walton,1,16.0,61.0,0.262
Luke Walton,2,18.0,55.0,0.327
Luke Walton,3,48.0,124.0,0.387
Luke Walton,4,28.0,84.0,0.333
Luke Walton,5,17.0,57.0,0.298
Luke Walton,7,8.0,34.0,0.235
Luke Walton,9,20.0,67.0,0.299
Brad Wanamaker,0,16.0,39.0,0.41
Brad Wanamaker,1,37.0,102.0,0.363
Brad Wanamaker,2,16.0,85.0,0.188
T.J. Warren,1,28.0,70.0,0.4
T.J. Warren,2,26.0,98.0,0.265
T.J. Warren,3,20.0,90.0,0.222
T.J. Warren,4,77.0,180.0,0.428
T.J. Warren,5,91.0,226.0,0.403
P.J. Washington,0,86.0,230.0,0.374
P.J. Washington,1,112.0,290.0,0.386
P.J. Washington,2,110.0,301.0,0.365
Yuta Watanabe,2,36.0,90.0,0.4
Yuta Watanabe,3,27.0,79.0,0.342
C.J. Watson,0,9.0,26.0,0.346
C.J. Watson,1,48.0,120.0,0.4
C.J. Watson,2,45.0,145.0,0.31
C.J. Watson,3,44.0,112.0,0.393
C.J. Watson,4,68.0,173.0,0.393
C.J. Watson,5,88.0,214.0,0.411
C.J. Watson,6,53.0,145.0,0.366
C.J. Watson,7,70.0,175.0,0.4
C.J. Watson,8,14.0,48.0,0.292
C.J. Watson,9,32.0,105.0,0.305
Earl Watson,0,16.0,44.0,0.364
Earl Watson,1,31.0,91.0,0.341
Earl Watson,2,26.0,106.0,0.245
Earl Watson,3,52.0,163.0,0.319
Earl Watson,4,110.0,272.0,0.404
Earl Watson,5,92.0,280.0,0.329
Earl Watson,6,49.0,132.0,0.371
Earl Watson,7,20.0,85.0,0.235
Earl Watson,8,53.0,184.0,0.288
Earl Watson,9,36.0,107.0,0.336
Earl Watson,10,10.0,52.0,0.192
Earl Watson,11,5.0,28.0,0.179
Paul Watson,1,30.0,64.0,0.469
Paul Watson,2,6.0,26.0,0.231
Travis Wear,0,11.0,30.0,0.367
Travis Wear,3,17.0,47.0,0.362
Martell Webster,0,65.0,182.0,0.357
Martell Webster,1,91.0,250.0,0.364
Martell Webster,2,123.0,317.0,0.388
Martell Webster,4,124.0,332.0,0.373
Martell Webster,5,55.0,132.0,0.417
Martell Webster,6,37.0,109.0,0.339
Martell Webster,7,139.0,329.0,0.422
Martell Webster,8,146.0,372.0,0.392
Martell Webster,9,10.0,43.0,0.233
Sonny Weems,2,17.0,61.0,0.279
Sonny Weems,7,15.0,41.0,0.366
Delonte West,0,24.0,67.0,0.358
Delonte West,1,84.0,218.0,0.385
Delonte West,2,65.0,178.0,0.365
Delonte West,3,48.0,135.0,0.356
Delonte West,4,91.0,228.0,0.399
Delonte West,5,25.0,77.0,0.325
Delonte West,6,12.0,33.0,0.364
Delonte West,7,27.0,76.0,0.355
Russell Westbrook,0,35.0,129.0,0.271
Russell Westbrook,1,23.0,104.0,0.221
Russell Westbrook,2,34.0,103.0,0.33
Russell Westbrook,3,62.0,196.0,0.316
Russell Westbrook,4,97.0,300.0,0.323
Russell Westbrook,5,68.0,214.0,0.318
Russell Westbrook,6,86.0,288.0,0.299
Russell Westbrook,7,101.0,341.0,0.296
Russell Westbrook,8,200.0,583.0,0.343
Russell Westbrook,9,97.0,326.0,0.298
Russell Westbrook,10,119.0,411.0,0.29
Russell Westbrook,11,55.0,213.0,0.258
Russell Westbrook,12,86.0,273.0,0.315
Russell Westbrook,13,79.0,265.0,0.298
Coby White,0,133.0,376.0,0.354
Coby White,1,163.0,454.0,0.359
Coby White,2,136.0,353.0,0.385
Derrick White,1,48.0,142.0,0.338
Derrick White,2,79.0,216.0,0.366
Derrick White,3,84.0,243.0,0.346
Derrick White,4,115.0,369.0,0.312
Andrew Wiggins,0,39.0,126.0,0.31
Andrew Wiggins,1,57.0,190.0,0.3
Andrew Wiggins,2,103.0,289.0,0.356
Andrew Wiggins,3,112.0,338.0,0.331
Andrew Wiggins,4,118.0,348.0,0.339
Andrew Wiggins,5,111.0,334.0,0.332
Andrew Wiggins,6,140.0,368.0,0.38
Andrew Wiggins,7,157.0,399.0,0.393
Damien Wilkins,0,16.0,59.0,0.271
Damien Wilkins,1,14.0,56.0,0.25
Damien Wilkins,2,50.0,122.0,0.41
Damien Wilkins,3,50.0,155.0,0.323
Damien Wilkins,4,27.0,72.0,0.375
Damien Wilkins,5,18.0,61.0,0.295
Damien Wilkins,8,17.0,51.0,0.333
Deron Williams,0,91.0,219.0,0.416
Deron Williams,1,82.0,255.0,0.322
Deron Williams,2,83.0,210.0,0.395
Deron Williams,3,70.0,226.0,0.31
Deron Williams,4,96.0,259.0,0.371
Deron Williams,5,105.0,317.0,0.331
Deron Williams,6,115.0,342.0,0.336
Deron Williams,7,169.0,447.0,0.378
Deron Williams,8,98.0,268.0,0.366
Deron Williams,9,87.0,237.0,0.367
Deron Williams,10,97.0,282.0,0.344
Deron Williams,11,85.0,234.0,0.363
Elliot Williams,0,8.0,27.0,0.296
Elliot Williams,2,37.0,125.0,0.296
Grant Williams,0,24.0,96.0,0.25
Grant Williams,1,48.0,129.0,0.372
Grant Williams,2,106.0,258.0,0.411
Jawad Williams,1,30.0,93.0,0.323
Jawad Williams,2,13.0,45.0,0.289
Kenrich Williams,0,52.0,156.0,0.333
Kenrich Williams,1,25.0,97.0,0.258
Kenrich Williams,2,52.0,117.0,0.444
Kenrich Williams,3,41.0,121.0,0.339
Lou Williams,1,12.0,37.0,0.324
Lou Williams,2,55.0,153.0,0.359
Lou Williams,3,63.0,220.0,0.286
Lou Williams,4,70.0,206.0,0.34
Lou Williams,5,88.0,253.0,0.348
Lou Williams,6,83.0,229.0,0.362
Lou Williams,7,72.0,196.0,0.367
Lou Williams,8,79.0,231.0,0.342
Lou Williams,9,152.0,447.0,0.34
Lou Williams,10,110.0,320.0,0.344
Lou Williams,11,163.0,446.0,0.365
Lou Williams,12,186.0,518.0,0.359
Lou Williams,13,105.0,291.0,0.361
Lou Williams,14,111.0,315.0,0.352
Lou Williams,15,69.0,173.0,0.399
Lou Williams,16,37.0,102.0,0.363
Marcus Williams,0,46.0,163.0,0.282
Marcus Williams,1,54.0,142.0,0.38
Marcus Williams,3,24.0,81.0,0.296
Marvin Williams,0,13.0,53.0,0.245
Marvin Williams,1,11.0,45.0,0.244
Marvin Williams,3,55.0,155.0,0.355
Marvin Williams,4,40.0,132.0,0.303
Marvin Williams,5,37.0,110.0,0.336
Marvin Williams,6,58.0,149.0,0.389
Marvin Williams,7,54.0,166.0,0.325
Marvin Williams,8,84.0,234.0,0.359
Marvin Williams,9,95.0,265.0,0.358
Marvin Williams,10,152.0,378.0,0.402
Marvin Williams,11,124.0,354.0,0.35
Marvin Williams,12,126.0,305.0,0.413
Marvin Williams,13,140.0,382.0,0.366
Marvin Williams,14,56.0,156.0,0.359
Mo Williams,0,10.0,39.0,0.256
Mo Williams,1,32.0,99.0,0.323
Mo Williams,2,73.0,191.0,0.382
Mo Williams,3,79.0,228.0,0.346
